ID,DBSN,PID,SID,AnnotationID,ST,ET,Speech
581,645,56,23,b5c696c16ca749e899c5bb02400f2ebf,561450,563650,um cut the tomato
582,646,56,24,379ba4269be44b91a7e7a48880567396,568100,569600,pick up the tomato
583,647,56,25,8eea3de13f55414eb9261455537c3421,573950,575550,pick up the tomato
584,648,56,26,35afc3065b6844a9805a841d70d5348d,583500,585100,find the tomato
585,649,56,27,9a257a4e64d14e4bac9d39f64ce3f257,597200,598800,cut the tomato
586,650,56,28,2fe395992001452f901c8b4165aa0cf6,606100,607650,pick up the tomato
587,651,56,29,10b6ab2e26b94319a71170bc9cdfb0bc,610900,613150,put the tomato on the cutting board
588,652,56,30,e4d12a49faca4ec58d5c229742f1c5fb,639700,641900,find the frying pan
589,653,56,31,62413663e7594e68bef0a1cd5ee77869,644750,646150,turn on the stove
590,653,56,32,d3e9e0fb7a5b4e59b7350970d9fcce88,646600,647850,for the frying pan
591,654,56,33,d6d5adf0638a4430b740cab771f4a919,660300,663000,pour oil into the frying pan
592,655,56,34,c960ed0cb7c740238a0cc76a158660c4,667850,669500,pick up the oil
593,656,56,35,1c6c55eff65c4d0ca5b1c09d8f13b38a,687250,690250,put the onions into the frying pan
594,657,56,36,d5a11d4c577546b4b6e9b20d9447a853,694450,695750,pick up the onions
595,658,56,37,2d04254756ea49049fa1826e0f23d00f,702450,704350,put them in the frying pan
596,659,56,38,3aea2e0236ac415ea8e6a4c8d708e505,708700,711750,put the onions and tomatoes into the frying pan
597,660,56,39,d21e5dc502dd4f4b942e246ec0b40a9a,716850,718850,put them into the frying pan
598,661,56,40,3e7d026f5cc543678a27b276b9767a0a,735050,736550,pick up the salt
599,662,56,41,356d139ed03c410783a82f28eed2415a,740230,742660,put salt into the frying pan
600,663,56,42,05ac7c3761c2441a9e0409781daff1aa,745820,748560,pick up the salt
601,664,56,43,c1179538802745739dfdecadfba4dcb5,764450,768950,"um put pepper into the frying pan, find pepper"
602,665,56,44,014d2fba1458419a82f9414d3333ee98,771750,772950,pick up the pepper
603,666,56,45,d83caad648924013ad0d0d897a4e045f,793050,794750,go to the frying pan
604,667,56,46,e5f7883ef62a41c4be6e6244f2d43ef0,798300,800450,mix the vegetables
605,668,56,47,50809fe3c63b49818a40a06cead67f95,827450,828900,cut the potato
606,669,56,48,73324d2fbf1241d9b5bac609cdd6828e,833050,834600,cut the potato
607,670,56,49,4d114f3ad44b46abafc63d68c08beae9,838350,840000,pick up the potato
608,671,56,50,7b0172dc3386408d9178bc7baf4ca8d4,841900,843300,cut the potato
609,672,56,51,bb9eec322e634c97af00507e80603ff9,859250,860750,pick up the carrot
610,673,56,52,48d4af7bd99c42b597c5a1a6b16954c1,864100,865250,cut the carrot
611,674,56,53,c78bacac0d4b4cfeac1d545839879109,876900,878600,pick up the celery
612,675,56,54,4d88dd5b636c446b9d2b05a7724378ea,880550,882050,pick up the celery
613,676,56,55,9919959eac07448299ae477e880c940f,899050,900500,find the pot
614,677,56,56,4381c7a647784edf9af54e9a92886caa,902700,903950,go to the pot
615,678,56,57,a8e78be7162a4fd292444e7806d25929,906350,907650,open the pot
616,679,56,58,348388f2947241e0980cf6ef94cd3564,925550,928700,pick up the celery carrots and potatoes
617,680,56,59,a6319af6ab1e4a6d828cf16920ab8b74,933650,935100,go to the pot
618,681,56,60,b481627c1aef44df83370cd3c52aafbb,935750,937400,pour it into the pot
619,682,56,61,aa973741728a4d15ad94c15d02233a3c,950850,952550,go to the frying pan
620,683,56,62,feee4f0266164f6abc4124cffdfa2000,954200,956250,turn the stove off
621,684,56,63,9093ec8abe87448aad9cceb47ed6a2de,967450,969450,pick up the frying pan
622,685,56,64,d9e40aa803604e6a8c579c70c0bd190b,973100,975450,pout it into the pot
623,687,56,65,461d98c0075a4b26b77d170140f94a31,1000050,1003550,pour it into the pot
624,688,56,66,aba1627fc3d34b33bf962c70a793ae47,1023550,1024900,go to the pot
625,688,56,67,3f3a8900aa1b47bf811ea9df125223e9,1025150,1027200,stir go to the pot
626,689,56,68,3f3a8900aa1b47bf811ea9df125223e9,1025150,1027200,stir go to the pot
627,690,56,69,fc8b97038e7c4413a48f2d68b1ca59d6,1028950,1030450,find the pot
628,691,56,70,c981be1286c2458c9398f2f183c916fb,1034650,1036150,stir the pot
629,692,56,71,2eaf7157ded143a5b27398ec9180c206,1061250,1063350,put the cover on the pot
630,693,56,72,b759deaaeb1545ffb4ca56f080e9b606,1089200,1090750,turn the stove off
631,694,56,73,5ea8f5cdbafc4ccc97ae30019337846b,1105550,1107900,take the cover off the pot
632,695,56,74,625a3bcd121d4063ae50a45f9c7a2228,1123750,1125250,get a bowl
633,696,56,75,3bf16177cf94446d9ac6aef8304215ab,1127800,1130100,put the soup into a bowl
634,697,56,76,01d10cea0fba4846bf234287eba379dc,1133200,1134550,pick up the bowl
635,698,56,77,db57b0104efa4f1989c976fffa2a2f1c,1141950,1143650,pick up the ladle
636,699,56,78,d5d8baf62d5943089e1f93e69a753619,1144950,1148050,put the soup into the bowl
637,700,56,79,96c93dbc4dea459ab90c98e6b47894e8,1181250,1182300,clean up
638,701,56,80,58a4bbdd5bab41428975f4df67fe499f,1211850,1214150,put the spoon into the sink
639,702,56,81,1ea216e45b2e4d9883977154fcfa76ea,1216250,1217950,wipe the counter
640,703,56,82,81cfef8216be4e218a0a3ac49defcc4c,1219950,1221900,wipe the counter
641,704,57,0,fdfa2e6d31544d97aed0e48ca5eb44f7,245050,246850,Baxter let's boil some water
642,705,57,1,5c16a809232044d5a4742da2ff1cce81,250600,252000,go turn on the stove
643,706,57,2,2a55e2f763064f28860dadb5936ac308,256450,257900,turn on the stove Baxter
644,707,57,3,609e2a8438b34b1db6330848a4e1a1aa,263100,264200,turn on the gas
645,708,57,4,c270918e1c624637b399ac7d2a2d872a,275750,277150,put the lid on the pot
646,709,57,5,80f4687f6a214066af5f662102e77649,280750,281900,go to the stove
647,710,57,6,4c768c95f7e543dfa7b28fd5860519a0,285400,287150,take the lid and put it on the pot
648,711,57,7,7ca5b6e2d8dd4986bd87d0fc72c31eef,301700,303100,let's get an onion Baxter
649,712,57,8,53116631a02943bbbb0c9c0ad2367133,310500,312500,take the onion and bring it to the cutting board
650,713,57,9,b5b82f4d3cb947c5ab174c53220a2fba,328500,330100,Baxter let's get some carrots
651,714,57,10,067f5b2f95a74f9c8256af62713cdf35,334550,336750,grab a carrot and bring it back to the cutting board
652,715,57,11,f73b3678f88a4b5391647ecf531a9228,348300,349750,let's cut an onion Baxter
653,716,57,12,67771d88c6d647e0a1fd0e43bdeec1e7,363450,364500,cut a tomato
654,717,57,13,7522b21b168944e0b87a0fc989482ee3,366780,368600,let's dice some tomato
655,718,57,14,c2412bdca23745dfa9ec4508de2b39e5,377350,379450,take the tomato and put it on the cutting board
656,719,57,15,e570dc3ab39247a6be3ee3863abefe45,396800,398200,let's go over to the stove
657,720,57,16,31962c2ee6664e53afe7a1b88bc3d2c0,402450,404750,turn the gah gas on for the saucepan
658,721,57,17,a14c66b5733b4951b93dc9c81d84ed65,414700,416300,let's go back over to the stove
659,722,57,18,311e8f9f97ce45e98de875b23ecabc18,419900,421500,pour some oil in the pan
660,723,57,19,78cc638ead19476087af240ff6f5c893,424000,425900,take the oil and put it in the pan
661,724,57,20,98ff8c6e665d42b990dd2229370645c1,439300,441300,let's take the onions and put them in the pan
662,725,57,21,cbd91919ab2d4bccaf1f27ab428ef95d,449700,450800,let's go to the stove
663,726,57,22,07ca64bbaf274a0b93b1649f4f893aeb,455300,457260,put the vegetables in the pan
664,728,57,23,0d8899d3b8ce470aa465e6ebe6cac537,472300,473550,let's go to the stove
665,729,57,24,7d16820f9b624042891c79baa380a1c7,478050,479400,salt the vegetables
666,730,57,25,775b586e81a341178238ed71d68417bb,495450,496600,back to the stove
667,731,57,26,9d8397518fb54653835d5186362ce233,501100,502250,put some pepper in
668,732,57,27,0288827c2ede460fa7e567b3b96928b0,519150,520300,back to the stove
669,733,57,28,6c860d00ce104b5c8dcd164ba668b0c1,525350,527350,take the spatula and stir the vegetables
670,734,57,29,c83cfd21ee6c46b5a46e39c891eea295,550950,552150,cut the potato
671,735,57,30,9a1c5a418d2246d08c0e837b9b46766e,554450,556500,take the potato and put it on the cutting board
672,736,57,31,0a8028065578415fbf64c1915b866d9c,561300,562550,dice the tomato
673,737,57,32,d5cf02266a554f5b97f4863dcc180c8a,566450,568100,take the brown vegetable
674,738,57,33,f5374c290e1f48f38294de24ec4f7e0e,576750,579050,"Baxter, dice a potato"
675,739,57,34,6f11793151134e9caeffc8fa185c44a3,599440,601420,chop up a carrot
676,740,57,35,29c546665bc648ce9c9c7e7d79b838f7,619250,620300,cut celery
677,741,57,36,71eb3a7ba7c64702a8cc7473c22994d8,639550,640850,go over to the stove
678,742,57,37,1b382cf20af24cd0a7502886921a3625,645500,647100,take the lid off the pot
679,743,57,38,9bef29f1e8ee49d0ac3c8042c3168587,650200,651800,take the lid off the pot
680,744,57,39,3fcc7ad42fff48b193ea27c930a5b3de,665400,667300,take the vegetables over to the stove
681,745,57,40,4f68b41b06b64ebca0e4ae9deec29a6e,676600,678350,put the vegetables in the stove
682,746,57,41,2517deff7bfa47179cd40fefede7dd1b,681600,683350,put the vegetables in the water
683,747,57,42,1e62ea1ff4504a948c2e651d5bf7d3cf,695700,697000,go over to the stove
684,748,57,43,f09b6f58b9e34b56bf17cc5524023f65,701300,702950,turn off the gas on the left
685,749,57,44,27af5bf029eb46ed85996c896c5b1b5a,713250,714550,go back to the stove
686,750,57,45,886d2baac64b4efab1bcd0ebc9238f92,717900,720800,take the contents on the pan and put them in the pot
687,751,57,46,a442d54029084e2f999f37fc4a2c9fe5,738500,739750,go over to the pot
688,752,57,47,297b60349e164e95bf8b4db5fe7baccd,743850,745050,season the pot
689,753,57,48,0504b79ff765444db66e77df55448bd5,767600,768750,back to the stove
690,754,57,49,618bf20fe65947b4a3c66adb2cf1b788,770750,772000,back to the stove
691,755,57,50,f8067df04f8146e9a49e978d44ee6706,774350,775750,go over to the stove
692,756,57,51,6a5187988386497eaf00efab937aef6f,798000,799450,put the lid back on the soup
693,757,57,52,2733d05ec5574381add81ef372dda709,815000,816600,turn off the gas on the soup
694,758,57,53,0050b668f82f40108b04f9baf949e7d6,830550,831850,take the lid off the soup
695,759,57,54,49a28174498e44009c242903708c35f5,847650,849000,put some soup in a bowl
696,760,57,55,21d22cd7bf9342fca4aa65ad524a4899,861050,862750,pour the soup into the bowl
697,761,57,56,ecbe3eb3731c470fae3ce4b37aef5636,868750,869800,grab a spoon
698,762,57,57,875df2d780eb41f98d490a4b3597af99,871900,873050,grab the spoon
699,763,57,58,a5b516d36ae3471d8ac8acd6313e3d4f,899200,901000,take the soup over to the sink
700,764,57,59,084d879f806b46c39ae57ca62a5595d7,929350,930400,clean the dishes
701,765,57,60,6faa0da0c0e64840befd72c321712b71,936650,937700,clean the dishes
702,766,58,0,f6da3c6de646424d97f37fbca1046daa,264700,268600,uh Baxter turn around and turn on the stove
703,767,58,1,85841d57dcfa47a48d97eb63db0a5644,271850,273100,turn to your right
704,768,58,2,e20eb5d61afe431fb7f3a1376daf446b,274807,276707,Baxter turn to your right
705,768,58,3,6cc89f3062ba4c2d90a9bc304eec6e3c,277550,279150,and turn on the stove
706,769,58,4,835e358d329345d789d1c23828772303,282100,284150,Baxter turn on the stove
707,770,58,5,63b44ae85c88409299d99a01c9958337,288400,290200,ok turn to your right
708,771,58,6,ffcf7d2dcdb7496c8536df1f1c2c9fbb,292550,294350,and turn the stove on
709,772,58,7,6a09406481bc494f80193cf49882367f,306650,311000,Baxter put the top of the pot onto the pot
710,773,58,8,bf09ebb979ad453bb8fb68f5d7633d2a,315750,319000,Baxter turn to your right and put the top of the pot on
711,774,58,9,20fa34589a2748e1960a84fd597dc7e2,334700,337850,Baxter turn around and get the onion
712,775,58,10,ce1c6d814133454fa2aa53f84ed7d524,340600,342000,Baxter turn around
713,776,58,11,da9955379c4343e7ae73569bfbed4b93,346950,350550,"the onion is next to the apple, grab the onion"
714,777,58,12,54d38d4f56ae41529b3eb6737e91c70a,368250,371000,Baxter turn around and get the carrot
715,778,58,13,0c3c1cc572e74893a117705ea78ab90e,377150,379800,"the carrot is to your right, grab the carrot"
716,779,58,14,2d91485bccf4470f8ff0931cf26435ff,392500,396350,Baxter cut the onion into small pieces with the knife
717,780,58,15,0f40bd375b30420fa3a0d4726cf2a09f,411050,414450,Baxter cut the tomato into small pieces with the knife
718,781,58,16,a1f3b35828af488eab9181627c40c92d,417200,420100,Baxter pick up the tomato to your right
719,782,58,17,9d059895a541498eb4691f9d8d260dfd,426350,431300,pick up tomato to your right and the knife to your left and cut the tomato
720,784,58,18,1303f648843c4ea8a2eb40730bfb40fa,446750,452650,Baxter turn around and turn on the stove under the pot oh under the pan
721,785,58,19,b4dd778564e5415c893349af244122da,458300,460350,turn on the stove under the pan
722,786,58,20,5326c3b5971c41648c5cadd991f26729,473400,477700,Baxter turn around and pour the oil into the pan
723,787,58,21,d3cbb7a097324355b4f506558638fda3,488400,490300,Baxter find the oil
724,788,58,22,97212915c5674915810ee8b1113259db,505350,509300,Baxter grab the onions pieces and put it into the pan
725,789,58,23,5fbc7f2ef01c48ed89647823c2a5c5b4,517400,520650,turn around and put only the onions into the pan
726,790,58,24,857c6db96906409dbd314887323c956d,525200,527250,put the onions into the pan
727,791,58,25,b7161837cf81434b8a0a752e98df7cb5,530200,532650,"the far onions, the square box"
728,792,58,26,ca6d8049afa74a4f8d353eb58d40420e,545000,548050,Baxter turn around and put the salt
729,792,58,27,1decf7d139c348d68b350d7fb14586b9,548490,550700,shake some salt into the pan
730,793,58,28,d10628b1a3d440c39b1ea83cf0e4e76e,555060,557150,salt in on your right
731,793,58,29,5e73ac8c449d4285ab6fc54ba160a32f,559450,560750,grab the salt
732,793,58,30,bb87d82a2aeb41698b32a91b36c4eb76,561832,563492,oh I guess that's also salt
733,794,58,31,159465783ee44893bf408b4831188fea,574800,578050,Baxter turn around and grab the pepper
734,794,58,32,5163709c819a49b193822c49088e5cfb,578500,580900,and grind the pepper into the pan
735,795,58,33,c25338d41f964429bed4e9973cc39621,582800,584150,pepper's on your left
736,797,58,34,541134f64f164abdb23d5b7438975340,588050,589800,grind the pepper
737,798,58,35,00d00d5268e14f19b127857b7d37b335,605750,616950,ok Baxter grab the grab the big spoon uh from behind you and I guess scoop up some of the soup
738,798,58,36,477cedfa17c74d13b8631d250580d7ff,617450,620100,or mix it mix the soup stir the soup
739,799,58,37,6136c98308d54923a95649a70f57fd86,626450,628100,the big spoon is on your right
740,800,58,38,897dadb8736c4f82aeabdc256efd80e7,629200,630250,and then stir it
741,802,58,39,743cf203744b47c6980d53e866738cdd,651520,657750,ok Baxter grab the potato next to you on your right and grab the potato on your right
742,803,58,40,d950a94431e34e6fa1c8164aae12194b,659450,663800,Baxter grab the potato it's next to the apple on you right
743,803,58,41,9faf2db26dde453ca6a94e3cc56a1fc1,663950,665400,and cut the potato
744,805,58,42,67a58c25dbdc4e7b85456006173f4fdf,684250,687150,ok Baxter now cut the carrot into pieces
745,806,58,43,d9c33b9728004c2e9dfe5e943dd92952,696090,698300,you can grab the carrot with
746,806,58,44,254c4186cd0545b7aabf292ddd21a084,698488,699788,yeah
747,807,58,45,ce9b2056ccef43b5b172c9b7578a508e,701300,704300,grab the carrot from the bottom of the carrot maybe try
748,808,58,46,96d48b869abe47d4966994990b928289,708250,712250,Baxter grab the carrot from the bottom of the carrot pick it up
749,809,58,47,b43286fbee6841c585de9072474bdb6b,715750,718150,Baxter grab the carrot
750,809,58,48,e632aa15eae747409e347bc042f7f7a3,719100,721050,hold the carrot Baxter
751,810,58,49,e632aa15eae747409e347bc042f7f7a3,719100,721050,hold the carrot Baxter
752,811,58,50,ad0b17be474949f5ad1f7c526ebc7c8e,724250,726350,Baxter pick the carrot straight up
753,812,58,51,72c41247588742ee9311ea1009c1b55e,733000,738700,uh believe that's celery uh Baxter grab the celery behind the apple
754,812,58,52,0bf049e2c7f34f719f55c43892f784cc,739450,740900,pick up the celery
755,813,58,53,0bf049e2c7f34f719f55c43892f784cc,739450,740900,pick up the celery
756,815,58,54,346c7ebc54004f0f8e2359d404baab22,759100,764400,Baxter turn around and take the top of the pot off of the pot
757,817,58,55,e298bbd000c440a5bdaaff1231c9be43,783900,791500,Baxter take your take the things that are cut in front of you and pour them into the pot
758,818,58,56,66638755a27e42869958b80e98254e58,802500,804100,pour them into the pot
759,819,58,57,d6f8097fde814f9b89560d21aa8fdfed,805900,808400,Baxter put the things into the pot
760,820,58,58,f7efd5abe970442495055c84e893e47e,821500,824750,Baxter shut off the heat below the pot
761,820,58,59,e77d575b322848adb1359538e6dc93aa,825950,826950,of the pan
762,821,58,60,adab4002588d446c802037f684815b6a,829350,832150,shut the heat off below the pan on your left
763,822,58,61,4be49eec065c47709fc8a6c0548ec0fa,843000,849300,Baxter pour the pour the contents of the pan into the pot
764,823,58,62,db5a6136b5bb484aabcf1d1fb7bf0054,853500,856600,pour the contents of the left into the right
765,824,58,63,6ffb379fe30d480fb12fa4a2241a0589,857750,860500,pour the pan into the pot
766,825,58,64,cddb0ad7dd8e4be89c22ef784355c1b8,877700,885550,Baxter use the seasonings uh on the counter and pour them into pour them into the pot on your right
767,826,58,65,8ce77a5f5d4544a0807128c445cc84e9,888400,889350,and pour them in
768,827,58,66,6926094f6afd42b9aabe041346515e95,907850,910700,Baxter stir the pot
769,827,58,67,5ad5e0e9e4074929af7b493c91794ea3,910900,912950,with ah with a spoon
770,827,58,68,67a21a3e510c42af82c51ef15b5435dd,913250,914150,behind you
771,828,58,69,f42012acad49458691462850a190f921,914950,919050,Baxter turn around and use the big spoon to stir the pot
772,830,58,70,c09c6f28602446b481826fafe06e89eb,941450,943750,Baxter put the top of the pot back on
773,831,58,71,67d901084f81446885e36d7a8032ad4b,959200,962100,Baxter turn off the heat under the pot
774,832,58,72,5155d9148cdc4b8a866f74921444a17f,973550,975650,Baxter take off the top of the pot
775,833,58,73,94a35de51bb44a32a749d97bf6b980b1,993050,994950,Baxter grab a bowl
776,833,58,74,bc10a349f63b4b579e3ce4022e1eefcf,995400,997900,and put some soup into the bowl
777,834,58,75,1fff2226d9284036a2e53a8b66dd71aa,1007500,1010850,use the use the ladle the spoon all the way back
778,835,58,76,3d5833ff03d240418b7c096dcf1848b9,1013050,1016050,and pick up some soup and put it into the bowl
779,836,58,77,8b8244171fae43e8ba370d8267240f31,1039650,1044650,Baxter take the take the lid off of the pot and put it into the sink
780,837,58,78,8a2a65d450584f27b9870aaff7d6a74e,1045350,1046600,start to clean up
781,838,58,79,78634c14cda3491f93eba6c35c8709d7,1072500,1073250,Baxter
782,838,58,80,9963aaf382cb45658ea2241bc0f8b13c,1076100,1078050,maybe wash the dishes
783,839,59,0,bad63c4576d041c483a3be671ee780a5,263650,265400,Baxter go to the stove
784,840,59,1,8254eea75f2f4831b94433e725969b03,267800,270050,uh Baxter turn around
785,841,59,2,eb7c541c190d4c63884c855f4f72b7f0,271200,275100,and move to the stove cause we're going to boil water
786,842,59,3,eb7c541c190d4c63884c855f4f72b7f0,271200,275100,and move to the stove cause we're going to boil water
787,843,59,4,a175219d72e0437591475476dddca381,279750,281350,ok so turn around
788,844,59,5,35bef084001747d389ce3cb557f500db,296050,300350,ok Baxter we're going to put a lid onto the pot
789,845,59,6,ee83548442e34750bd92531c0b44c708,304050,305150,so turn around
790,846,59,7,42238ca2da734ebfb363c00417647de7,308550,309600,grab the lid
791,846,59,8,8fbe8b60873f422e94eb8e7452dfa3f8,310200,311250,with your right hand
792,847,59,9,7d7f036249fe4b8c8d7546b96ff9b2b0,325300,327300,ok Baxter we're going to grab an onion
793,848,59,10,5092d032c8bd4f3da7eded99b620f562,337300,340300,grab the vegetable closes to you
794,849,59,11,9a3a646afc7d4a1aaba540da1db9cdc6,358950,361200,ok we're going to put the onion back
795,850,59,12,523ac1b09e1647499f1f0c3b49c7babf,363950,364700,so
796,850,59,13,982055fb915244c19626f23c784d20de,366250,367750,grab the onion
797,850,59,14,7a3f5aec2eb24c93b65f1bbdfd098115,367760,369150,"I mean, put it back"
798,851,59,15,9b8f86b680664c92865098f84138ca0a,369750,371850,or grab a let's grab a carrot actually
799,852,59,16,dcf92871371d425282f284d152bc0571,377900,379450,the vegetable all the way on your right
800,853,59,17,d1a0af9c35c84f76bfa09a86b3d60a4a,395200,396900,ok we're going to cut the onion
801,854,59,18,025564e5c7f04a0ca0adb18b889ba58e,412050,413600,ok we're going to cut a tomato
802,855,59,19,7c9b0f21bf3f4029afd0c89785e546f7,417700,419100,um grab a tomato
803,856,59,20,5db24cb61bac4d3fb28e5210122a280c,424980,427050,um forget what I said
804,856,59,21,1fea3022b21f46879222aafc19164589,427200,429400,let's we're going to grab a tomato
805,856,59,22,b8d76404273248198298177d2d33f833,430050,430900,so
806,857,59,23,790c5ffa902244dba135b09841e776fb,435800,439300,ok so with your right hand grab the red fruit closest to you
807,858,59,24,e6c7b47afc064d72a996f7721cd2fc29,462000,463650,um go to the stove
808,859,59,25,23e70996d08143bb820834b45f454ba7,464550,467050,and we're gonna turn on the pan
809,860,59,26,6834bb23d10148dbb908043a01dbc40f,472850,474800,turn on the burner under the pan
810,860,59,27,bb910e4331514695b92513eae3125e50,475950,479030,bottom left corner of the stove
811,861,59,28,34f974bbe91d427dbacaf847fcb48a4d,491100,493200,you're going to put oil into the pan
812,862,59,29,0bde691d6b54446e93e43b3d6376b2c9,498850,500700,grab the bottle closest to you
813,863,59,30,29d1aab9e09240fcb7c2783a410add42,514900,516750,you're going to place onion into the pan
814,863,59,31,b709b277d89e4b7a9a9d0c6a5075bb16,517300,519400,and the tomatoes as well
815,864,59,32,9dc1f6dc2ce14e598bb0568089025769,526450,527650,place it into the pan
816,865,59,33,cdcfc9c37a0e41b6b55a3d22770099cd,530550,534900,put the onion and tomatoes into the pan from the cutting board so turn around
817,866,59,34,1daa8382000a4e6da7c51e20a26a9251,540150,543600,um tilt the pan over the tilt the cutting board over the pan
818,867,59,35,3d3c55676fd047bd8b79d6aa94bad3ef,558350,561100,uh add seasoning into the pan
819,868,59,36,ec3f03611d5e4107b9efdfd426e4a3dd,566250,568150,grab the container on your right side
820,869,59,37,84e7d0159e1f4caa8572ab4f42878a83,585450,587000,put pepper into the pan
821,870,59,38,b9eafb5925b94709ac9a37545edd9416,592550,594900,grab the container and twist it over the pan
822,871,59,39,977f764fe8374e7d8b227ca31bd588e8,617150,619050,mix the pan with a spoon
823,872,59,40,566827916dfa4c1391373b49175cb74a,623930,625500,grab a spoon
824,874,59,41,4daa3779528b4bdfb3c0ca27a25c2053,633400,634650,wrong container
825,875,59,42,908bbe5982e54b47b06a1807f71a0cc2,650020,651900,you're going to cut a potato
826,876,59,43,d615ff02b35c4f17a7e18f3581232d5d,654650,656000,so grab a potato
827,877,59,44,243804cc8e28451cb2ca0b115d482a87,657750,659750,grab the brown vegetable
828,878,59,45,9d40dc72eb654a0d9efc2ea82c34ede9,665950,667500,forget what I said
829,879,59,46,9585e61c4ae448c39aea261fea0d75c4,670250,672050,so grab the potato
830,879,59,47,9a770bf91aa14de8aff015f1839884cd,672750,673650,first of all
831,880,59,48,c694b02c9d7743a0a1d253cfd91564b8,680450,683900,grab the brown spotted vegetable near to your right
832,881,59,49,69149726850a4660be31d5106def78a9,707800,709400,cut half of a carrot
833,882,59,50,c7b9a60e42c241d4a7838b8ae5c077b5,731320,736110,alright grab the green vegetable next to you with your right hand
834,883,59,51,5ee2fb723792446fb14bb8a4a0acb911,737500,739800,and cut the green vegetable
835,884,59,52,b5b92214359b4075884b0adee150a7c3,757900,759800,take the lid off of the pot
836,885,59,53,63e916134b8f4e90ac9e657bd734b967,765060,766800,remove the lid from the pot
837,886,59,54,8c053e53624a4a988226b4ad450180aa,787250,789700,put everything what we've cut into the pot
838,887,59,55,3fb29dc3306442f5aa9dddf447aa5fda,800500,802100,tilt that into the pot
839,888,59,56,3a14bb9842224293aff0c87c3faf4a5b,816000,819050,"turn off the burner under the stove, under the pan"
840,889,59,57,f8f6758fd473460984bb4e251913e660,821050,823000,turn off the bottom left burner
841,890,59,58,ff170456fc2342fc86494891b9e62851,835900,837850,dump the pan over the pot
842,891,59,59,80ce0ea314c8470a90e5bee9118004e3,842900,843950,grab the pan
843,891,59,60,eaa5feaa6a8d4af88f468f9106d50b2d,844350,845900,and dump it over the pot
844,892,59,61,e0a94f8a6a114c3fa03f33ae170ff814,856650,858150,add seasoning to the pot
845,893,59,62,5c8599abc87d45dd880b06f09c59cea2,863250,866800,grab the seasoning to your right and put it over the into the pot
846,894,59,63,6886ea5ddf7945808d5a90ac70266cc8,888250,890150,using the spoon stir the pot
847,895,59,64,add41f8231dc42eb93f0fc098afd1dbd,892200,893750,grab the spoon behind you
848,896,59,65,01677be770b8491aa37f0a6b6ec5ae71,918350,921450,turn around and place the lid over the pot
849,897,59,66,9aeb404e52c64ce79309c77fe4178673,939050,941250,turn off the bottom right stove burner
850,898,59,67,c87d21bf9bcb469a98cdce69b00192b6,954650,956350,take off the lid from the pot
851,899,59,68,3cb2d2040f5e4d76a340a7825f8c432a,974450,977550,pour some of the contents of the pot into a bowl
852,900,59,69,bf9c1c7197f04b548acc53984a10fa8c,991900,993000,grab a ladle
853,901,59,70,bec61c971c574323a5f42bd09f74b94f,1031900,1034100,put all the dishes into the sink
854,902,59,71,be4e9ea79c2e481db7c6d1be47488487,1058300,1059800,put the bowl into the sink
855,903,59,72,ae749af179c0479ab7198284d48a3c84,1062000,1063400,or wipe the counter
856,904,59,73,fe40c94d510c40458654a8f2977f6ec9,1067200,1068600,put the spoons into the sink
857,67,60,0,3643358685e6445186efce8723915399,264967,269067,can you twist the knob to turn on the stove
858,68,60,1,c11e00e099bf412fac686ff44e4862b0,294500,296750,can you take the lid and put it onto the pot
859,69,60,2,1ef52afbe2b1424389d7e538a79d20b9,314300,316750,Baxter you're going to pick up an onion
860,70,60,3,950c3abe1d7b42d08e4cbbb5641cb883,365250,367850,can you pick up the carrot and take it to the cutting board
861,71,60,4,d7cbe270987a459ba1bb7d7f085c97e4,381200,382850,Baxter you're going to cut an onion
862,72,60,5,5045de7f98e346ea988400e01690a2bc,397350,398900,Baxter can you cut the tomato
863,73,60,6,31d0a8ba349b4965ab3254e5d519128b,401150,403100,Baxter you're going to be cutting a tomato
864,74,60,7,2910e16a3d464eed9d1f02ec8d3bf19f,407050,408750,Baxter can you pick up the tomato
865,75,60,8,229f5ecb2afb410d8479647222115b11,415700,417500,Baxter please pick up the tomato
866,76,60,9,c599a2d8796542499a4ad479e2c31772,442200,444100,twist the knob to turn on the stove
867,77,60,10,4e445891dfe7487d85189ce53a6689d2,467210,469890,can you pick up the oil and pour it into the pan
868,78,60,11,9f8749d6a6624f8f9c566042be9f42fc,505090,508780,Baxter tilt the board into the pan
869,79,60,12,530cf97d13eb4d57b87acfda3a98bc47,520600,525180,Baxter can you pour salt into the vegetables
870,80,60,13,206eac4651124ce5b5dcae5e243f175c,580850,585920,can you pick up the pepper and then grind the pepper into the pan
871,81,60,14,1eeb8b0e32764b1db49ec6227c580f38,611450,613350,and stir the vegetables with it
872,82,60,15,adbf4ca522c44ad88b0263948035c7f5,634540,637770,Baxter can you pick up a potato
873,83,60,16,91235e40b56e469ba0528d73d30d9ac3,641100,643150,Baxter you're going to be cutting a potato
874,85,60,17,6077975ccd0145299e61765d6f284fe2,679768,682188,Baxter can you cut the celery
875,86,60,18,a721dccd9af6410f91f012b8949c76af,707220,709440,please take the lid off the pot
876,87,60,19,e3e88550db024953a94898e96405114c,736850,739110,can you pour the vegetables into the pot
877,88,60,20,6d5c0fff4fde47f18ed33651a1c38c7c,761890,764000,can you turn the
